ticker,return,volatility,draw_down,max_draw_down,sharpe
MDLZ,-0.0142791557056,0.101528272535,-0.136008831272,-0.246250171185,-0.0141497574544
PG,0.172354530762,0.094508473242,-0.0272560741939,-0.187911760521,0.169530354642
RAI,0.352246234814,0.105786440429,-0.0534362051722,-0.249202262206,0.289490834547
SYY,0.0865565149428,0.0917169491912,-0.0385886990199,-0.251971521499,0.090850802058
AMT,0.784128469265,0.124606555858,-0.0911528150134,-0.229714059508,0.478121629764
AIV,0.794537048832,0.108064051276,-0.0197833474471,-0.171175443591,0.557015780287
AVB,1.84852937851,0.121222732953,-0.0449438202247,-0.256804674477,0.909970272161
BXP,1.56227020534,0.118242951296,-0.0868131868132,-0.210185551614,0.834016675872
CCI,0.830926013358,0.135585375677,-0.0225385527876,-0.182573688654,0.459658583546
EQR,0.790075208001,0.108850666197,-0.00303260045483,-0.229585292463,0.550567058867
ESS,1.1947456609,0.114283921435,-0.0380425674543,-0.179485943886,0.715277213939
FRT,1.59334446542,0.117289767602,-0.0430107526882,-0.20350952279,0.852088042274
GGP,0.475216023512,0.133837456382,-0.0122840727277,-0.302116224376,0.296105580101
HCP,0.315946916158,0.105678778191,-0.02212097911,-0.297481737418,0.263295489651
KIM,1.35715222225,0.11827163521,-0.0188347564039,-0.182632012997,0.756661289377
MAC,1.41017979796,0.128271320719,-0.0303358613218,-0.22320441989,0.716583426361
PLD,0.849096485209,0.121652397089,-0.0395017793594,-0.205027400313,0.520928110236
PSA,1.67061058207,0.121894938798,-0.0192634560907,-0.201382942232,0.846417032954
O,0.0766019031454,0.11052119143,-0.120157666938,-0.262488010352,0.0670034662372
REG,1.14328626064,0.112888743414,-0.0292479108635,-0.19406779661,0.701418175186
SPG,1.37060642889,0.123948906626,-0.0250306748466,-0.214560096016,0.727005935807
UDR,0.746038602217,0.106995269714,-0.0233333333333,-0.169407855904,0.535480209838
VTR,1.58546548101,0.138781161752,-0.0565349544073,-0.237441272136,0.717724970348
VNO,1.96253872715,0.11481052605,-0.0123539982031,-0.159675416417,0.998803555825
